Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
B5	22	91	WT	Plate_6_filtered	12.165082	1.7969383
E4	25	131	WT	Plate_6_filtered	6.5248637	2.7858386
E4	1	131	WT	Plate_6_filtered	7.5501223	3.2326922
G2	5	114	Null	Plate_6_filtered	9.802603	4.9929137
G7	4	128	Null	Plate_6_filtered	6.7167606	1.5086213
G11	20	114	Null	Plate_6_filtered	8.172444	7.5681443
G4	13	109	Null	Plate_6_filtered	10.314074	5.9598365
E8	1	215	WT	Plate_6_filtered	10.510554	5.2812576
E11	15	232	WT	Plate_6_filtered	7.785032	3.1405694
G2	4	114	Null	Plate_6_filtered	5.932007	1.4393958
B6	11	93	WT	Plate_6_filtered	11.910992	3.068745
D4	3	40	Null	Plate_6_filtered	9.776058	2.0721257
E10	32	224	WT	Plate_6_filtered	6.457368	3.9474437
