Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
F4	18	284	WT	0.748527	-5.008095
C4	24	127	WT	3.7449405	-3.73214
B6	1	104	HET	3.4045067	-0.28750947
G8	8	358	HET	2.8147237	-3.6682255
B7	20	33	HET	1.0038112	-2.0886629
G8	23	358	HET	1.9713713	-4.1177073
E12	23	328	Null	2.097505	-4.5740237
C2	25	42	WT	3.52557	0.75343674
B4	13	219	WT	2.0719578	-4.714946
G7	15	82	HET	2.3081563	-2.8424704
E12	9	328	Null	3.092044	-5.8340983
F6	12	117	HET	3.1296337	-0.5315784
B12	25	200	Null	2.2748082	-4.7128158
D4	3	358	WT	2.735141	-4.585631
D3	24	168	WT	2.1382577	-3.7986617
G9	23	44	Null	3.1631045	-1.2091457
F12	25	125	Null	4.2468696	-3.9225786
B3	24	77	WT	0.73562914	-5.098005
B8	24	107	HET	2.246094	-4.829311
D1	23	47	WT	3.0723855	-1.0249057
E3	24	156	WT	4.615895	-3.2557242
C11	23	54	Null	2.5042198	-3.2762885
F4	10	284	WT	2.4964795	-2.9018574
G2	20	94	WT	4.38972	0.0499339
E2	5	60	WT	3.9482648	-0.32418174
C12	19	321	Null	3.0656815	-3.6729589
B4	5	219	WT	1.4163009	-5.614617
F4	5	284	WT	3.1978717	-5.890132
C7	10	54	HET	2.979329	-2.8377352
F11	20	100	Null	0.08783616	-3.0969512
G5	10	66	HET	3.952463	0.3660039
G9	23	44	Null	4.6122193	-0.9777197
D4	23	358	WT	2.1534696	-5.453141
C12	25	321	Null	2.9799836	-4.048611
G8	10	358	HET	4.2684646	-3.3192985
F3	8	174	WT	0.45513812	-4.052136
F4	20	284	WT	2.2546542	-4.5348907
F11	20	100	Null	1.2209742	-0.57456946
G8	21	358	HET	1.59998	-1.7514317
D8	14	122	HET	4.65149	-5.064477
G8	8	358	HET	-0.2400395	-0.20188415
G6	22	125	HET	3.428068	0.40193352
B4	23	219	WT	1.0512122	-1.7593478
B9	11	47	Null	3.1395142	-2.6045074
E6	4	94	HET	4.116612	0.6892917
F1	16	13	WT	3.1883779	0.63481885
E11	19	59	Null	0.18462351	-3.4406483
F12	9	125	Null	3.59805	-3.4353113
D12	5	193	Null	0.28552166	-1.7449903
G12	23	187	Null	1.5856862	-3.6168602
G6	24	125	HET	3.3179748	-0.42650545
C12	12	321	Null	4.0319543	-2.6045094
B4	18	219	WT	2.2225745	-3.7850611
D4	4	358	WT	4.0987067	-4.234591
F3	10	174	WT	5.3348684	-3.046241
G6	5	125	HET	3.9794247	-0.35998407
C11	19	54	Null	3.1168284	-3.1477818
B3	23	77	WT	4.121195	-3.2496579
B8	15	107	HET	4.6634603	-2.212572
E3	19	156	WT	1.9076554	-4.485987
F3	8	174	WT	0.82020277	-3.0326943
F6	12	117	HET	4.6803946	0.06745425
E3	9	156	WT	3.2544906	-3.12888
E4	15	246	WT	3.1497526	-4.6696053
G8	13	358	HET	0.6670271	-2.5207212
G7	23	82	HET	4.009672	-2.8817067
G3	5	248	WT	1.1589073	-3.3294547
E12	18	328	Null	2.94541	-5.255251
E11	4	59	Null	0.6868125	-1.0827864
G3	4	248	WT	4.872091	-2.2636414
E3	19	156	WT	4.9364595	-3.7929628
D3	22	168	WT	0.13785595	-3.4152963
F4	23	284	WT	4.581737	-4.9210606
G8	6	358	HET	0.08018747	-2.5105727
F3	10	174	WT	5.203587	-2.924029
C12	3	321	Null	2.9139025	-4.059635
E12	13	328	Null	3.0996456	-4.118756
B2	21	55	WT	2.7333164	0.6583619
B12	23	200	Null	2.0541766	-3.379472
G5	6	66	HET	0.47757673	0.18087673
E3	7	156	WT	4.3041725	-3.859673
E12	3	328	Null	4.430761	-3.5256786
B12	9	200	Null	3.090684	-5.96721
G3	25	248	WT	4.8014917	-3.600346
G2	10	94	WT	4.426589	-0.2411268
G8	20	358	HET	1.0046215	-1.2415743
G6	22	125	HET	2.3242471	0.6707903
D3	4	168	WT	3.3886254	-2.9797475
D8	25	122	HET	3.0859642	-5.007762
G4	4	388	WT	2.6814198	-5.1825886
C3	4	138	WT	4.929563	-2.9477065
G3	25	248	WT	3.7915335	-3.9837377
G8	25	358	HET	4.655954	-2.1174092
C3	22	138	WT	4.913006	-2.894415
F4	15	284	WT	1.5192673	-2.3595052
E4	25	246	WT	1.6173856	-5.6069875
D2	11	44	WT	-2.0174458	-3.6483066
E9	13	26	Null	4.327015	-0.5342687
C12	17	321	Null	2.5831647	-4.0139103
G4	10	388	WT	5.6464815	-2.8416812
E12	15	328	Null	3.2243683	-3.8862846
D2	17	44	WT	4.399707	-0.5416577
F3	20	174	WT	1.1052343	-2.2282803
F3	3	174	WT	1.0804036	-0.8624057
F10	17	66	Null	2.0831223	-0.08815395
C4	22	127	WT	2.029561	-4.2690125
C9	4	42	Null	4.406077	0.0019926685
G10	2	72	Null	3.466432	-1.0074687
F4	8	284	WT	3.4295297	-4.400837
F4	17	284	WT	2.5739353	-6.126573
F9	15	36	Null	2.8959553	0.055539243
C4	23	127	WT	1.2541773	-5.2377715
F6	5	117	HET	3.7494752	0.03358482
G11	23	142	Null	1.7078662	-2.0612512
G2	7	94	WT	3.307781	-0.34833428
C3	15	138	WT	2.162527	-3.5583637
G9	18	44	Null	3.121865	-1.1897063
B4	25	219	WT	2.5408938	-4.305715
G8	15	358	HET	3.4371274	-6.0535197
F3	20	174	WT	1.4347278	-1.9856908
D4	17	358	WT	4.782118	-3.5268908
D10	24	51	Null	2.493381	0.1151559
D4	18	358	WT	3.0786839	-4.5259724
E12	15	328	Null	3.9452085	-3.808733
E10	16	74	Null	2.631764	-1.1461452
E10	9	74	Null	0.1802826	0.4944534
G6	22	125	HET	0.60363704	0.1834283
G4	6	388	WT	2.888024	-4.2987733
D4	12	358	WT	5.3310456	-2.9731498
G2	17	94	WT	4.288169	-0.84464705
G6	9	125	HET	2.9486268	0.5403163
B12	18	200	Null	0.56646377	-1.8729265
E10	12	74	Null	2.8671484	-1.3723559
F4	20	284	WT	4.8841314	-4.032994
G4	14	388	WT	1.7714736	-3.325007
D11	13	100	Null	3.3031812	-3.0295331
C6	5	98	HET	3.7603552	-0.07423487
F4	5	284	WT	2.5221581	-4.591148
D8	5	122	HET	3.3977795	-3.545212
D11	20	100	Null	2.4114118	-2.416182
G12	10	187	Null	0.71809584	-2.6099489
G12	25	187	Null	4.5901737	-2.3821797
G10	2	72	Null	2.7728608	-0.7831635
D12	22	193	Null	2.7268796	-4.3109355
D12	19	193	Null	1.4865657	-3.8769157
F4	15	284	WT	0.7408777	-0.91604507
D11	24	100	Null	3.5575204	-2.7725265
E2	10	60	WT	4.2199073	0.51064324
F4	17	284	WT	1.7296973	-5.1838026
F3	15	174	WT	4.9983735	-3.180849
B8	23	107	HET	1.5142349	-3.030494
B12	24	200	Null	0.96819574	-4.271313
G2	24	94	WT	2.1175563	0.11763022
E3	16	156	WT	2.7894769	-3.2872477
B3	24	77	WT	2.0158386	-3.8782644
G12	4	187	Null	2.3138716	-2.687459
G2	4	94	WT	3.54352	-0.8265573
E1	16	20	WT	3.0471902	-1.699487
G11	10	142	Null	2.7677178	-3.7402558
D7	15	76	HET	0.6761668	-3.1507301
D10	7	51	Null	2.974696	-0.10038443
G8	20	358	HET	0.8819207	-2.030563
G3	8	248	WT	0.66204166	-1.7157863
B5	15	45	HET	4.3206873	0.40059328
G4	23	388	WT	2.8783562	-5.2490087
C4	20	127	WT	2.029584	-2.6283214
B3	25	77	WT	3.345467	-4.285892
E12	8	328	Null	3.45497	-4.025762
F4	9	284	WT	1.0376396	-2.0912402
F12	23	125	Null	2.4679027	-3.7142045
C3	24	138	WT	1.4025574	-4.911346
G4	5	388	WT	2.4315164	-2.8775542
G12	4	187	Null	1.6970185	-2.2570453
B4	23	219	WT	3.405537	-2.5941634
D4	25	358	WT	2.6248302	-5.2806644
D8	5	122	HET	2.2057326	-3.7399065
G3	17	248	WT	4.54613	-2.9070034
F12	18	125	Null	2.4774141	-4.1145473
C3	25	138	WT	1.7907903	-3.751361
F10	18	66	Null	3.115259	-0.6975033
G7	20	82	HET	1.7577952	-2.917648
C6	21	98	HET	3.8468058	0.4172616
G4	6	388	WT	0.7512784	-3.8943071
G4	19	388	WT	1.5957812	-1.9458941
B3	14	77	WT	0.27860025	-4.756717
C3	22	138	WT	1.2588893	-4.347886
G5	22	66	HET	3.0397198	-1.8118001
C12	22	321	Null	3.4048288	-3.6117198
C4	25	127	WT	3.753465	-4.7004294
F2	4	91	WT	4.6236525	0.36616638
G4	4	388	WT	5.13232	-3.5673437
C12	7	321	Null	3.9927871	-4.6595926
C6	5	98	HET	3.7434688	-0.36361566
G3	7	248	WT	4.612151	-3.6039484
B9	19	47	Null	3.3462107	-1.2198548
B4	13	219	WT	0.8530305	-1.8418571
B4	18	219	WT	4.466807	-3.595656
E4	4	246	WT	2.8376603	-4.3479705
G4	22	388	WT	4.8843684	-3.8588998
G10	24	72	Null	1.7623016	0.17884532
F4	4	284	WT	5.0811353	-4.204232
C7	10	54	HET	3.8374596	-2.5410583
G8	25	358	HET	0.73850775	-4.2421937
C12	7	321	Null	1.6966501	-4.567229
F3	21	174	WT	0.8853743	-1.1967618
D7	25	76	HET	4.3985744	-2.5839596
G3	18	248	WT	4.7573977	-4.814109
E4	24	246	WT	3.7421129	-4.0129995
D12	22	193	Null	2.189556	-3.82411
E10	3	74	Null	3.9467072	-1.1186074
C12	17	321	Null	2.5928264	-2.6448357
F5	23	47	HET	2.4698627	-0.8713075
G9	19	44	Null	2.2859805	-0.14602807
F3	25	174	WT	2.8897538	-2.0233092
G6	6	125	HET	4.2004547	-0.7843857
G6	21	125	HET	4.681505	-0.36559352
D2	21	44	WT	3.564323	0.6271844
D3	4	168	WT	1.8450212	-4.222341
F11	8	100	Null	0.23961301	-1.1196467
E6	20	94	HET	2.6739016	-0.4926481
G4	20	388	WT	3.22629	-4.011805
D11	4	100	Null	4.564798	-2.6313205
G5	6	66	HET	4.5812836	-1.2246063
B4	18	219	WT	2.6141133	-3.799237
D1	14	47	WT	0.33348963	0.3522576
C12	17	321	Null	3.2587378	-2.0690434
D8	18	122	HET	2.2015524	-4.4519815
C12	7	321	Null	4.114621	-4.442002
E6	21	94	HET	4.746328	0.19833405
D12	9	193	Null	4.1498804	-4.8697104
G8	23	358	HET	0.57537425	-1.9322689
C5	18	29	HET	3.1625233	1.1003782
C6	16	98	HET	4.0251355	0.55282867
D4	24	358	WT	1.6710879	-5.2779756
G3	19	248	WT	2.617619	-3.4711914
G3	12	248	WT	0.45217812	-3.751001
D12	9	193	Null	3.3459198	-5.5908833
D4	23	358	WT	1.4699405	-5.453516
D2	22	44	WT	2.1156113	-3.2471373
B12	9	200	Null	1.0528642	-5.153397
B11	19	53	Null	5.6549654	-2.4663177
C4	19	127	WT	4.508254	-4.196265
G8	19	358	HET	4.189369	-4.837829
D4	2	358	WT	4.8898087	-3.4848976
G2	13	94	WT	4.312158	-0.28327543
E6	7	94	HET	2.3423312	-0.38353878
D4	9	358	WT	0.91502345	-5.2973037
B12	16	200	Null	3.7267466	-3.7248802
C3	18	138	WT	0.28622958	-5.209813
G3	18	248	WT	2.4613063	-2.5507498
G12	10	187	Null	2.645668	-4.7842703
B2	15	55	WT	4.6678534	-0.623929
C12	21	321	Null	1.4372468	-1.6528857
F3	12	174	WT	3.6591609	-3.2840846
F5	5	47	HET	3.3469133	-0.06966694
C12	24	321	Null	0.4652589	-1.6275346
G4	14	388	WT	4.153106	-4.900376
F12	10	125	Null	1.0022528	-3.2988436
E10	22	74	Null	2.4553962	-0.74880606
D6	14	99	HET	2.2057633	0.07397895
F3	5	174	WT	-0.25548542	-2.9965277
G4	23	388	WT	4.162727	-5.0233135
B2	23	55	WT	3.5141323	-1.260394
B6	16	104	HET	1.7307775	-3.6502833
E4	4	246	WT	3.0087686	-3.3847885
C4	23	127	WT	4.8809094	-4.638538
D6	2	99	HET	3.4125078	-0.42697054
C7	24	54	HET	1.4105202	-4.3646164
B4	14	219	WT	2.1644895	-4.350735
E4	23	246	WT	1.7606599	-5.33883
C2	20	42	WT	4.2318554	0.037166487
C3	18	138	WT	0.46408173	-5.0845065
F2	2	91	WT	3.1595614	-1.1100425
F7	20	40	HET	1.4002956	-3.8014321
F4	17	284	WT	2.7243001	-3.9193678
G3	5	248	WT	2.3135204	-3.3580537
D3	12	168	WT	3.3069963	-3.0458264
F12	25	125	Null	3.6180975	-5.689874
G12	25	187	Null	2.7588098	-5.0483065
C11	19	54	Null	2.1368194	-2.588282
D3	7	168	WT	4.615909	-3.0315177
F3	13	174	WT	0.7339792	-2.3731253
B6	24	104	HET	4.245868	-0.7937706
D10	7	51	Null	3.5215397	-1.0571288
F3	19	174	WT	0.6132173	-1.4050945
B4	20	219	WT	3.49809	-4.4027853
E12	3	328	Null	1.5434276	-3.8127935
B8	15	107	HET	2.0503852	-2.122677
G4	22	388	WT	3.587649	-4.274378
B12	20	200	Null	1.1375291	-4.8919168
G8	25	358	HET	0.4384898	-2.4285114
F2	10	91	WT	3.6527894	0.18841909
E12	23	328	Null	2.8769028	-4.3565283
G4	22	388	WT	3.2741404	-5.436154
B12	25	200	Null	1.9142785	-4.1050205
B12	18	200	Null	2.431418	-4.329104
E4	20	246	WT	3.1968596	-6.0043917
B8	25	107	HET	4.4463053	-3.3334744
D4	15	358	WT	5.068287	-3.3338497
F7	20	40	HET	5.4463034	-3.189568
F11	13	100	Null	2.5957887	-3.4263666
D11	15	100	Null	4.4535913	-3.322525
D3	23	168	WT	3.5478005	-3.5713935
F6	16	117	HET	4.3151984	-1.4989431
E12	24	328	Null	3.6662562	-4.4359407
E12	17	328	Null	3.6353967	-4.447679
D7	12	76	HET	5.2007923	-2.4939015
C1	6	33	WT	4.546874	0.45116907
E12	18	328	Null	1.927282	-4.9847827
D1	23	47	WT	2.7948596	-0.7111836
C4	23	127	WT	2.4149978	-5.2866735
E4	10	246	WT	1.21783	-2.0395515
B6	1	104	HET	4.090085	1.0326859
F4	22	284	WT	0.3654352	-4.359011
F4	13	284	WT	2.6365473	-4.430864
B12	24	200	Null	2.4314246	-4.5863247
G10	21	72	Null	3.1081643	-1.2419187
B9	13	47	Null	4.216479	-1.2187178
F3	13	174	WT	5.045326	-2.4612417
G4	25	388	WT	1.7915834	-4.101049
F7	25	40	HET	0.70886236	-2.9231453
B4	13	219	WT	4.8894014	-4.026594
B9	2	47	Null	4.292092	-0.56081486
B12	24	200	Null	3.8456712	-4.2324057
B5	12	45	HET	1.6049746	-0.24482056
G4	14	388	WT	2.3272657	-4.2757792
D12	20	193	Null	0.7223276	-1.625147
D4	4	358	WT	4.950634	-2.8488634
G8	21	358	HET	2.1215515	-4.4696207
E4	13	246	WT	1.6474973	-3.9136424
D11	25	100	Null	3.3032615	-2.770675
C12	25	321	Null	2.0910127	-3.5773506
G6	15	125	HET	2.7242134	0.24588615
E3	9	156	WT	4.6788154	-3.8561108
F3	10	174	WT	5.111293	-3.3947928
C4	24	127	WT	3.8028717	-3.7358325
D4	5	358	WT	5.425604	-3.3008225
F9	21	36	Null	3.7058156	-3.2054393
B8	24	107	HET	4.278671	-3.514456
F4	22	284	WT	1.3823377	-5.287439
C10	21	45	Null	1.3564361	-0.96879214
F4	10	284	WT	2.0117588	-3.4765759
E12	10	328	Null	3.9216921	-3.8511813
C12	21	321	Null	3.4248564	-3.5815148
G12	14	187	Null	0.5018356	-3.8770945
D11	10	100	Null	0.37472484	-2.7675602
D6	7	99	HET	3.5252101	-0.13770904
B8	23	107	HET	3.065808	-6.114343
D4	9	358	WT	1.8728935	-5.7837043
E3	13	156	WT	0.11960536	-4.4003954
C10	19	45	Null	3.8711834	-0.5532751
C11	10	54	Null	1.5651302	-4.491898
B6	23	104	HET	0.95525765	0.3394969
F11	23	100	Null	0.9749516	-2.0646315
B4	19	219	WT	5.0363474	-2.9977634
E12	9	328	Null	2.293422	-2.696591
F9	17	36	Null	2.9819736	-1.5539346
D3	12	168	WT	3.856437	-3.221063
F7	15	40	HET	2.2632027	-2.0359101
G11	25	142	Null	-0.2435849	0.22337966
E7	20	37	HET	2.121368	-2.485318
G12	19	187	Null	2.6000702	-2.9443872
G1	21	27	WT	2.7964604	0.8094651
D6	17	99	HET	3.119358	0.130375
F2	4	91	WT	3.3385365	0.5446753
C9	8	42	Null	3.2184455	1.2486787
G4	21	388	WT	0.29996568	-1.271448
D10	24	51	Null	3.095126	-0.56522673
F5	3	47	HET	4.6145225	0.19631359
F4	18	284	WT	1.3172145	-3.297289
E12	23	328	Null	3.8325834	-4.352199
G5	14	66	HET	3.9151611	0.3150245
E5	12	53	HET	2.1304224	-1.8515407
E1	20	20	WT	3.9225283	-0.5775623
G3	24	248	WT	1.7686119	-4.2011657
B3	25	77	WT	2.2346401	-3.0636451
E12	4	328	Null	1.4471185	-2.2765522
G3	19	248	WT	1.9210219	-3.5724478
D8	15	122	HET	2.6943953	-4.3748603
F7	25	40	HET	3.8006237	-3.158738
D4	25	358	WT	3.08233	-6.4068117
E6	22	94	HET	3.5479693	-3.5093527
E2	7	60	WT	4.442799	-0.3926071
B7	19	33	HET	5.4474916	-3.3347595
C12	3	321	Null	4.101289	-3.7457747
C10	24	45	Null	3.7466037	-0.51041895
E4	13	246	WT	4.7140093	-4.769229
G4	5	388	WT	4.778807	-4.0216665
G6	3	125	HET	4.353142	-0.6844314
E3	5	156	WT	5.081076	-2.7401216
C10	23	45	Null	4.2162204	-0.80717313
F11	4	100	Null	0.065163836	-2.8059146
E12	23	328	Null	3.4454353	-5.8058615
F10	19	66	Null	2.257099	0.0918877
G8	4	358	HET	3.0044265	-2.856408
G4	7	388	WT	0.6213827	-5.398489
D8	18	122	HET	2.464825	-3.8580925
F6	15	117	HET	2.5532188	0.69486284
G8	11	358	HET	1.3925486	-1.8763193
E12	14	328	Null	2.5017908	-3.659251
B4	20	219	WT	5.317389	-3.2054894
D8	15	122	HET	3.6403782	-5.1815743
C3	23	138	WT	0.5086602	-4.2578187
G5	9	66	HET	4.2646766	0.3047032
G6	16	125	HET	3.3459594	-0.78465986
G4	6	388	WT	2.1773586	-2.7255847
F4	8	284	WT	1.3851972	-1.9681547
E5	13	53	HET	3.8109853	-0.44117534
B12	25	200	Null	2.4139981	-4.505959
E9	14	26	Null	3.1559055	-1.0740939
E4	23	246	WT	2.6867175	-5.427598
E11	17	59	Null	2.0659919	-1.8477615
B8	25	107	HET	3.2302659	-4.0907035
D4	3	358	WT	1.886782	-3.8453286
B10	6	49	Null	3.3957486	-0.99611753
D11	4	100	Null	0.8454606	-0.93457323
F12	22	125	Null	1.3225242	-4.35351
F10	8	66	Null	0.8396425	0.44531658
C3	8	138	WT	5.295876	-2.5423772
B8	24	107	HET	1.2562724	-2.844175
B7	19	33	HET	4.479871	-3.189742
C4	20	127	WT	3.830587	-3.949518
F4	8	284	WT	1.087028	-4.917752
G3	11	248	WT	4.3843718	-2.8351595
B8	23	107	HET	0.9417516	-3.21305
F4	4	284	WT	3.4430196	-4.9319043
G6	4	125	HET	2.4737868	0.10258178
G8	19	358	HET	1.9059732	-2.5476406
E12	12	328	Null	1.8445082	-3.8469973
F4	5	284	WT	2.399147	-4.5585055
D4	19	358	WT	4.6843987	-4.6619024
C9	25	42	Null	3.043048	-0.2500756
G9	19	44	Null	0.82270414	-1.7643349
D4	9	358	WT	0.88117623	-5.2442775
F4	18	284	WT	1.2600851	-2.1973665
G4	10	388	WT	2.5931895	-2.5692976
C12	3	321	Null	4.488144	-4.3850164
C4	19	127	WT	3.127535	-6.0391116
G3	5	248	WT	1.5283378	-2.5960605
B6	23	104	HET	4.2997127	-0.9659153
D4	8	358	WT	5.046023	-4.022019
B8	15	107	HET	3.2565618	-3.9613307
B12	4	200	Null	4.0003366	-4.220455
E5	23	53	HET	5.1774826	-3.6073973
E4	4	246	WT	1.3002659	-5.2548804
F3	20	174	WT	4.2670126	-2.9100971
E3	9	156	WT	4.4353185	-3.5611377
G4	18	388	WT	2.2584708	-4.5925527
G4	21	388	WT	3.866858	-3.76609
D4	23	358	WT	1.7479525	-4.5836973
D11	14	100	Null	2.2370994	-2.5596411
C9	2	42	Null	4.6570454	-0.6095175
G2	22	94	WT	4.4205995	0.1872706
D4	19	358	WT	4.4517603	-5.1339216
C7	20	54	HET	-0.029887464	-3.121634
D6	23	99	HET	3.459588	1.040029
F12	14	125	Null	0.70637417	-2.556595
C7	10	54	HET	2.1147575	-4.018541
G12	10	187	Null	0.19564027	-2.2884042
G7	15	82	HET	1.6985786	-3.8499827
C10	24	45	Null	2.9166803	-0.24915485
D2	11	44	WT	3.7203147	0.7768355
E12	18	328	Null	3.5021377	-4.6247673
F12	18	125	Null	3.1484263	-3.0373292
G4	9	388	WT	1.1117132	-0.6862127
F10	17	66	Null	2.5554192	0.12019645
B9	11	47	Null	0.93897796	-3.481484
E9	7	26	Null	3.2801538	-1.8902739
G3	18	248	WT	2.8986506	-4.501715
G4	6	388	WT	3.586003	-2.1815755
G8	20	358	HET	0.5405098	-0.8561553
G8	17	358	HET	0.9958503	-4.064111
D7	25	76	HET	1.3102853	-0.34725204
G12	23	187	Null	1.7927835	-2.0743585
D6	16	99	HET	3.6048949	0.6020366
D7	7	76	HET	1.107214	-3.475533
F6	1	117	HET	4.0169873	-0.8201074
B12	4	200	Null	4.0308714	-4.270633
E12	8	328	Null	0.13723123	-2.1955762
G2	25	94	WT	3.972422	-0.82965535
B4	17	219	WT	0.21590722	-4.5899477
E3	21	156	WT	0.15811159	-4.568764
B12	18	200	Null	0.98244834	-3.9038272
D12	4	193	Null	2.9589806	-3.4027731
E4	22	246	WT	3.1782477	-4.941977
D4	20	358	WT	4.168666	-4.6868925
C6	13	98	HET	4.7543664	-1.1114354
F2	21	91	WT	4.518566	-0.8711584
C7	20	54	HET	0.28893504	-3.259324
D4	18	358	WT	0.7527535	-2.0345247
G9	9	44	Null	2.5964494	-0.52518815
D4	18	358	WT	1.1005589	-4.2210402
G4	23	388	WT	0.9652494	-4.742353
F11	20	100	Null	1.7802367	-1.3687171
F3	9	174	WT	2.8648524	-3.1283956
D11	3	100	Null	0.11961636	-2.972111
E12	5	328	Null	4.1926575	-4.445719
E10	7	74	Null	4.6572204	-0.36071992
C3	18	138	WT	0.7523176	-4.9951253
G4	8	388	WT	3.4169886	-3.900871
G8	13	358	HET	0.35785902	-2.5775568
D6	25	99	HET	2.378039	0.03146749
D5	10	39	HET	4.7834926	0.086471125
E5	10	53	HET	3.384229	0.97795457
C3	20	138	WT	3.2595637	-2.375925
G3	8	248	WT	0.3360882	-4.228039
E6	8	94	HET	4.6615396	-0.7629515
G8	6	358	HET	1.3818498	-5.1663504
E3	13	156	WT	1.0811055	-4.435629
D4	23	358	WT	3.298863	-5.3871374
F6	5	117	HET	4.603141	0.005027485
C1	4	33	WT	0.34183186	0.4084977
F6	15	117	HET	3.7487502	-0.4040802
D6	21	99	HET	3.4627037	0.882998
D7	12	76	HET	5.1626763	-3.3215697
G3	19	248	WT	1.5263519	-2.4067202
F6	18	117	HET	4.1422324	-0.14629246
E7	20	37	HET	1.3443538	-4.886244
B8	15	107	HET	2.1819289	-3.1482344
G4	25	388	WT	3.3659647	-3.835535
C4	24	127	WT	2.013781	-4.7195964
D8	25	122	HET	1.6795591	-4.8721843
F12	14	125	Null	0.36028445	-2.2504647
E3	10	156	WT	2.6954346	-3.0769188
C3	24	138	WT	1.5360968	-4.8776994
F1	20	13	WT	4.015852	0.20146486
C12	10	321	Null	1.7889572	-3.945226
D4	12	358	WT	4.863535	-4.1915636
F12	23	125	Null	4.259701	-4.078906
B12	4	200	Null	4.8376355	-2.6788669
G10	24	72	Null	0.5980061	0.4275731
F12	19	125	Null	2.9264722	-3.7434363
C12	5	321	Null	3.210722	-3.4014726
B3	20	77	WT	4.7025514	-2.5342724
C12	14	321	Null	4.324278	-4.3012605
D12	24	193	Null	2.4728622	-3.8493416
B4	13	219	WT	3.5133517	-3.0483005
E12	3	328	Null	0.83881897	-1.3988582
E4	24	246	WT	5.2163854	-3.572444
D8	5	122	HET	0.9126127	-2.244152
G4	22	388	WT	5.2484117	-2.9547164
E3	21	156	WT	0.24266435	-3.6672912
D4	19	358	WT	4.195839	-4.137665
C7	5	54	HET	1.3874936	-2.2381413
B7	20	33	HET	4.66832	-2.661848
D3	3	168	WT	1.5270985	-2.6986609
G12	8	187	Null	1.8892897	-3.0756474
C4	19	127	WT	3.332606	-3.491122
D5	6	39	HET	3.0477786	-0.75417
F1	16	13	WT	4.2652416	-0.80887747
B7	19	33	HET	3.5164735	-2.4824705
G4	4	388	WT	4.9630146	-4.563903
F11	23	100	Null	0.20222123	-4.483381
C4	19	127	WT	3.7171247	-3.7191393
E12	17	328	Null	3.7818475	-4.2570224
G6	15	125	HET	4.001518	-0.22407782
G2	23	94	WT	2.8065474	-1.4374831
F12	25	125	Null	5.011044	-3.2742014
F12	19	125	Null	1.0996834	-2.2516258
B6	16	104	HET	3.2658691	0.2718227
G3	6	248	WT	5.478015	-2.7880592
C11	23	54	Null	2.5636241	-3.7932231
E3	8	156	WT	2.180721	-2.8260477
G12	18	187	Null	1.8448057	-4.9573026
G3	17	248	WT	1.2573736	-3.3788471
D12	13	193	Null	3.5936263	-5.3434467
D12	15	193	Null	1.8654006	-3.76187
G3	16	248	WT	5.090507	-2.7490897
C12	3	321	Null	2.5715568	-2.4233477
F6	9	117	HET	3.639775	-0.082383625
G4	6	388	WT	1.9767784	-3.791786
G8	21	358	HET	0.93108094	-4.213777
C6	8	98	HET	2.0853465	-0.028827244
G3	21	248	WT	3.2564907	-2.8348017
D3	20	168	WT	2.7123933	-3.590831
C5	9	29	HET	3.6986687	1.0981758
G3	5	248	WT	0.49290723	-4.843926
B8	24	107	HET	4.413046	-3.6648796
D10	11	51	Null	1.5674187	-0.97478807
C6	18	98	HET	3.3093092	1.2069302
G3	23	248	WT	-0.09606246	-3.922417
G7	5	82	HET	1.6553966	-3.4389906
B6	24	104	HET	3.3124242	-0.1892869
F6	23	117	HET	2.6479423	0.45491675
E4	10	246	WT	1.7709528	-5.4461775
F6	24	117	HET	2.2234824	0.32848322
F11	10	100	Null	1.0419723	-2.567093
G8	7	358	HET	2.3431826	-2.4530838
B3	24	77	WT	0.5637692	-5.3009763
E12	5	328	Null	4.2548614	-4.304762
B4	14	219	WT	2.277887	-2.4602768
B1	7	30	WT	3.5825024	1.0368541
C12	18	321	Null	3.4354265	-3.9159803
G4	23	388	WT	1.8509679	-4.414222
G11	2	142	Null	1.4310231	-1.5611557
F6	6	117	HET	0.8997131	-0.2163404
G7	15	82	HET	0.37308443	-2.930604
D11	24	100	Null	0.7137801	-5.064593
B11	5	53	Null	-0.09459187	-3.8717878
G3	13	248	WT	-1.7917252	-3.634059
B4	10	219	WT	1.7078379	-5.2183204
E6	3	94	HET	3.2193587	0.61165065
D11	3	100	Null	0.12944412	-2.8875036
D11	14	100	Null	4.749168	-3.0349257
B4	20	219	WT	4.48571	-3.879286
C12	18	321	Null	3.329913	-5.7273135
G6	6	125	HET	2.5611913	-0.13940494
D3	15	168	WT	4.4154086	-3.1414912
D6	14	99	HET	4.167643	-0.05056787
G12	14	187	Null	0.66814375	-1.1309059
D12	10	193	Null	4.3513346	-3.5419776
D7	10	76	HET	1.0977068	-3.614278
F6	7	117	HET	4.420975	0.37690938
C12	22	321	Null	3.9659796	-3.3311863
G12	14	187	Null	0.9404083	-4.179711
E4	20	246	WT	4.6227	-4.7624454
E4	23	246	WT	2.1810374	-2.9222603
B6	23	104	HET	4.5841565	0.2069702
G8	6	358	HET	0.37404034	-0.6518459
G7	7	82	HET	2.780844	-2.4799166
B3	5	77	WT	0.023492485	-4.3600082
F4	17	284	WT	1.6241664	-4.3501506
