Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	18	D4	WT	358	2.3592765	-0.7980436
Plate_3	19	C2	WT	175	2.7682097	1.8024179
Plate_3	13	D9	Null	51	1.4974147	-3.6383152
Plate_3	3	D4	WT	636	3.5270662	-2.0224357
Plate_3	3	F12	Null	647	3.365764	0.6966797
Plate_3	23	D3	WT	305	3.692125	-0.3269451
Plate_3	20	D12	Null	623	2.3871572	0.08051648
Plate_5	11	F12	Null	125	1.2615641	-1.892899
Plate_3	18	D12	Null	623	3.8928196	-1.834855
Plate_3	5	G12	Null	481	0.90725845	-2.0445461
Plate_3_prime	23	F4	WT	284	2.2550118	-2.456407
Plate_5	8	G11	Null	129	0.6883836	-2.6946328
Plate_3	10	D4	WT	636	2.4272432	-0.82602763
Plate_3_prime	4	G4	WT	388	2.307212	-2.8394456
Plate_3	11	G10	Null	117	-0.095001824	0.77415913
Plate_3	9	B12	Null	531	2.1360443	0.87092704
Plate_3_prime	23	G11	Null	142	2.2234652	-0.48696014
Plate_5	14	D10	Null	157	0.69865185	-0.785474
Plate_3_prime	6	D10	Null	51	0.7107629	1.343785
Plate_3	18	E11	Null	331	2.2149782	-1.3901577
Plate_3	20	B2	WT	139	1.6593852	0.32549074
Plate_3	22	B4	WT	559	2.7008114	-1.9730731
Plate_5	4	G3	WT	121	1.9850208	-3.0204265
Plate_3	24	D9	Null	51	1.488005	-1.4363811
Plate_3	25	G3	WT	187	2.5858116	-3.2337487
Plate_3	6	C9	Null	61	-1.4086453	0.45927507
Plate_3	23	G1	WT	55	-2.0261161	-1.8962638
Plate_3	22	B12	Null	531	2.0096693	2.7498596
Plate_5	2	G12	Null	121	0.06500022	2.2250981
Plate_5	1	E11	Null	185	0.22291982	2.1164234
Plate_3	6	G1	WT	55	-0.8091305	1.0477108
Plate_3_prime	14	B10	Null	49	1.2836875	0.61514467
Plate_3	12	F12	Null	647	0.30230302	0.14469205
Plate_5	4	F12	Null	125	2.3445678	1.1226981
Plate_3	15	D12	Null	623	4.117354	-0.20546868
Plate_5	11	F11	Null	135	1.3641828	2.8521893
Plate_3	1	F3	WT	185	1.6065528	-1.1753136
Plate_3	13	C9	Null	61	0.44966075	0.7303555
Plate_3_prime	1	C9	Null	42	1.1400275	1.9643369
Plate_3_prime	9	B12	Null	200	1.5157132	2.3290353
Plate_3	9	C2	WT	175	2.3165665	-1.0354321
Plate_5	4	E10	Null	132	-0.9765391	0.15258965
Plate_3	12	B12	Null	531	3.7104936	-0.81946254
Plate_5	1	F12	Null	125	1.3101565	-2.9878054
Plate_3	9	F12	Null	647	3.8782065	1.2713048
Plate_3_prime	15	E12	Null	328	2.2821686	-1.9088953
Plate_3	10	F4	WT	438	2.281909	-3.4409919
Plate_3	6	D4	WT	636	1.9846221	-1.8628851
Plate_3	8	B11	Null	279	2.8513734	-0.9244963
Plate_3	4	F4	WT	438	3.6117847	-2.8970346
Plate_5	10	E3	WT	122	1.5891479	2.3063529
Plate_3	10	B12	Null	531	2.4790213	-0.9620757
Plate_3	21	D12	Null	623	2.657094	-2.7424417
Plate_5	1	G4	WT	100	-2.17522	0.0067597884
Plate_5	21	F9	Null	149	-0.38309395	1.5584779
Plate_3	18	C4	WT	666	2.147961	0.50905293
Plate_5	3	G3	WT	121	0.62080544	1.2772535
Plate_5	12	B4	WT	112	2.7425368	2.0504165
Plate_3_prime	18	D1	WT	47	1.2563379	0.9316059
Plate_3	3	B12	Null	531	2.1229327	2.496634
Plate_3_prime	23	C11	Null	54	0.3318777	-0.682913
Plate_3	2	E12	Null	607	2.51581	2.3402524
Plate_5	19	G12	Null	121	2.4938738	1.7108871
Plate_3	12	C3	WT	346	1.3286939	2.2784789
Plate_3_prime	20	C4	WT	127	2.9513993	-1.9048527
Plate_3	13	B4	WT	559	2.9952543	0.38070917
Plate_5	8	F4	WT	94	-0.68414974	1.3545024
Plate_3_prime	4	G4	WT	388	5.1004925	1.0653806
Plate_3_prime	23	G12	Null	187	1.4464153	0.79037863
Plate_3	22	D9	Null	51	-1.3852669	-1.5281839
Plate_3	1	E12	Null	607	0.91262335	0.08127476
Plate_5	17	E10	Null	132	0.4001419	-1.1161466
Plate_5	1	E11	Null	185	0.6959904	-2.8421915
Plate_3_prime	3	G3	WT	248	3.527219	-0.650921
Plate_3	10	B3	WT	297	-2.0004885	-1.7125436
Plate_5	6	D11	Null	178	3.153183	-1.0622364
Plate_3	23	B12	Null	531	2.7630734	1.3008424
Plate_3	13	C4	WT	666	2.4597876	-0.545776
Plate_3	16	F4	WT	438	2.5570128	0.85645986
Plate_3_prime	23	C3	WT	138	1.2614119	-3.6061578
Plate_3	14	B4	WT	559	2.7745314	-1.2058033
Plate_3	16	D11	Null	216	-0.30646652	1.640734
Plate_3	15	C3	WT	346	3.6025584	-1.9659748
Plate_3	5	D4	WT	636	0.9504793	-0.5225847
Plate_3_prime	13	G3	WT	248	2.1667323	-1.4606303
Plate_3	17	C10	Null	136	0.010216675	-1.1341327
Plate_3	23	C3	WT	346	-2.5595016	0.20921376
Plate_3	14	B2	WT	139	1.7800962	0.8442083
Plate_5	16	B3	WT	79	-0.28326142	1.6466279
Plate_3_prime	25	E4	WT	246	4.235399	0.97596097
Plate_3	20	G4	WT	386	2.0598617	-1.9627416
Plate_3_prime	7	D4	WT	358	3.3657765	1.2873371
Plate_3	14	B12	Null	531	2.1672983	1.124124
Plate_3_prime	21	G2	WT	94	-2.7060933	0.3369509
Plate_3	25	E12	Null	607	-2.4901054	-1.7318441
Plate_3	20	D12	Null	623	4.012284	-0.14658734
Plate_5	9	B10	Null	155	1.9827707	-2.978746
Plate_5	7	C12	Null	119	2.7134984	-2.4702778
Plate_3	9	F10	Null	150	-0.2251983	0.5093152
Plate_5	3	D11	Null	178	2.9505115	0.40784153
Plate_5	10	G9	Null	149	0.88300097	-3.0324392
Plate_3_prime	19	E4	WT	246	3.7621047	-1.1365477
Plate_3_prime	4	F3	WT	174	0.75244576	-3.379943
Plate_3	20	F11	Null	329	2.018668	-1.6750422
Plate_3	11	D3	WT	305	0.88854367	2.5929134
Plate_3_prime	4	E12	Null	328	2.102754	0.2658866
Plate_5	11	B4	WT	112	0.3842223	-0.9036108
Plate_3	7	E12	Null	607	3.0508392	0.6894692
Plate_3	24	C11	Null	281	3.4060109	-2.1044736
Plate_3_prime	2	G10	Null	72	0.5285621	1.065507
Plate_3_prime	4	C12	Null	321	3.2944717	-0.909736
Plate_3	15	C12	Null	570	2.9827235	0.048551813
Plate_3	2	D4	WT	636	3.835208	1.2490185
Plate_3	20	E12	Null	607	-1.3118613	-0.5815309
Plate_3	9	C12	Null	570	1.5788791	-0.8607257
Plate_3_prime	2	G11	Null	142	-0.47083586	-0.6841898
Plate_5	20	D10	Null	157	0.94868857	2.7865279
Plate_3_prime	17	F10	Null	66	-0.028820401	-0.9501657
Plate_3	14	B4	WT	559	3.4984846	-0.14223114
Plate_3	15	D2	WT	152	1.1817206	-3.2040062
Plate_5	18	G11	Null	129	0.043120798	2.0305314
Plate_3_prime	10	B3	WT	77	2.7347713	-3.1633918
Plate_3	15	C4	WT	666	2.8718793	-2.405742
Plate_3	18	C11	Null	281	1.9997987	0.25137642
Plate_5	10	E12	Null	115	2.9380205	-3.0842292
Plate_3_prime	1	F2	WT	91	1.3011028	-1.0860388
Plate_3_prime	13	D3	WT	168	0.12428915	-1.5999247
Plate_5	20	C10	Null	125	2.1329734	-2.2887995
Plate_3_prime	15	C3	WT	138	0.8257298	3.0243495
Plate_3_prime	14	E12	Null	328	1.4320858	2.1883895
Plate_3	20	C4	WT	666	1.4934887	2.8512354
Plate_3	13	D4	WT	636	-2.3184984	-1.9069351
Plate_3	11	F3	WT	185	-0.5426613	2.2741256
Plate_3	20	F4	WT	438	-1.9861695	-1.7139658
Plate_3	7	C4	WT	666	2.155098	1.8569813
Plate_3	19	G4	WT	386	-2.16821	-1.9598632
Plate_5	14	E10	Null	132	2.8238616	-2.2143903
Plate_3_prime	3	E10	Null	74	3.1700077	-3.0494246
Plate_3	4	C11	Null	281	3.0547924	-1.9822198
Plate_5	9	F4	WT	94	1.7962435	0.53587806
Plate_5	18	G12	Null	121	3.2621062	-1.7181839
Plate_5	10	C2	WT	137	3.3384411	0.15387176
Plate_3	7	C4	WT	666	0.12989242	-1.0692137
Plate_3	12	D3	WT	305	1.4276389	-2.2156458
Plate_5	17	D11	Null	178	0.34309483	2.518228
Plate_3	13	G4	WT	386	0.7085414	1.894327
Plate_3	11	D3	WT	305	-1.1042418	0.63819456
Plate_3	10	D4	WT	636	3.2641366	1.2944736
Plate_3	2	B4	WT	559	0.14266172	-0.5813384
Plate_3_prime	23	B3	WT	77	1.765918	-3.3214848
Plate_3	23	F10	Null	150	-0.759668	1.0816392
Plate_3	18	C4	WT	666	2.1120687	0.946174
Plate_5	17	E11	Null	185	1.1134098	2.9090798
Plate_3	2	D12	Null	623	0.719599	2.5094485
Plate_5	19	B12	Null	148	1.8854983	2.7683887
Plate_5	1	G4	WT	100	-1.5996709	0.45487908
Plate_3	13	B12	Null	531	2.3555942	-1.7781309
Plate_3	7	C12	Null	570	2.2045302	-2.1170287
Plate_3	18	B12	Null	531	3.3149314	-0.7566229
Plate_3_prime	19	D12	Null	193	0.7300135	-1.8565845
Plate_3_prime	25	F3	WT	174	3.083463	-0.80068433
Plate_3	21	D12	Null	623	3.8437402	-0.88748103
Plate_3	12	D4	WT	636	4.3884273	1.091016
Plate_3	7	D12	Null	623	-0.53559107	-1.5092057
Plate_3_prime	16	B12	Null	200	3.1257246	-2.545045
Plate_3	11	F2	WT	71	-1.4932762	0.651895
Plate_3_prime	10	E4	WT	246	4.3067694	-0.2068488
Plate_3	17	D3	WT	305	1.3222731	1.343808
Plate_3	8	B12	Null	531	-1.017824	-0.87144274
Plate_3	21	G4	WT	386	2.2227066	0.2710023
Plate_3	16	F11	Null	329	3.6302598	-1.5747514
Plate_3	11	D4	WT	636	-2.6500235	-1.5262338
Plate_3	8	F4	WT	438	2.8847277	-0.1495114
Plate_5	16	C11	Null	154	1.1268247	1.9683816
Plate_5	4	C2	WT	137	0.19920933	1.7080823
Plate_3	20	D4	WT	636	3.0165358	-0.95002353
Plate_3_prime	9	C4	WT	127	0.35271946	-0.5409897
Plate_5	13	E11	Null	185	2.096763	0.3340906
Plate_3_prime	13	B4	WT	219	2.4988804	-0.104637116
Plate_3	2	F4	WT	438	2.4233415	-1.2300128
Plate_3	13	G12	Null	481	1.9741955	-1.0657581
Plate_5	21	C2	WT	137	1.661498	-1.7818022
Plate_3	8	G4	WT	386	1.7625607	0.7550887
Plate_3	23	B4	WT	559	3.0579522	-2.167259
Plate_3	17	D12	Null	623	3.6661875	-1.151127
Plate_5	16	E11	Null	185	-1.647444	0.5937949
Plate_5	7	G10	Null	129	-1.3262218	0.044158008
Plate_3_prime	24	G11	Null	142	3.0474606	-1.5942783
Plate_5	19	D4	WT	102	1.923221	-0.024464296
Plate_3_prime	15	G11	Null	142	-0.42708296	-0.84586346
Plate_5	1	G9	Null	149	1.04915	2.86751
Plate_3	4	F10	Null	150	1.5978174	2.7965288
Plate_5	1	C11	Null	154	2.2334409	-3.1613417
Plate_3	15	D10	Null	135	-0.079667	-1.1963503
Plate_3	21	E12	Null	607	3.4877324	-2.1256912
Plate_3	9	B4	WT	559	2.0411494	2.4201124
Plate_5	19	B4	WT	112	3.6065571	0.46082416
Plate_3	21	G12	Null	481	3.2734091	-0.75169766
Plate_5	20	E2	WT	102	1.9891949	-2.2956269
Plate_5	14	C3	WT	117	1.5583066	1.1253374
Plate_3	21	B12	Null	531	3.284209	0.5252685
Plate_3_prime	12	E12	Null	328	3.5199215	0.873583
Plate_3	12	E11	Null	331	0.5331202	-0.038085237
Plate_5	5	F11	Null	135	0.7811033	-0.9076403
Plate_3	22	E12	Null	607	3.7691896	-1.9050236
Plate_3	10	C4	WT	666	0.6282862	2.2930129
Plate_3_prime	19	E4	WT	246	2.9237592	-3.0301466
Plate_3_prime	3	D4	WT	358	0.8523527	1.8722632
Plate_3	6	C12	Null	570	3.2620041	-2.3311918
Plate_3	24	C10	Null	136	3.0488653	-0.7001305
Plate_3	10	F12	Null	647	3.5824318	1.4078307
Plate_3_prime	3	E10	Null	74	1.505601	-2.0313756
Plate_5	16	D2	WT	98	4.0552125	-1.659982
Plate_5	7	B10	Null	155	0.2431301	1.2270029
Plate_3	20	B11	Null	279	4.168883	0.12906154
Plate_5	17	C2	WT	137	3.3330193	0.5845382
Plate_3	7	G2	WT	52	-0.39262044	2.4430935
Plate_3	7	B12	Null	531	3.297915	-1.1136612
Plate_3	24	C4	WT	666	3.4340131	-2.8061695
Plate_3_prime	9	F4	WT	284	0.4264514	1.678638
Plate_3	7	D12	Null	623	3.5158978	-0.16912594
Plate_3_prime	8	D4	WT	358	2.3640163	-1.7980845
Plate_3	13	G4	WT	386	2.8391144	2.2477455
Plate_5	3	E11	Null	185	1.4292707	-2.2004287
Plate_3	3	D4	WT	636	2.2271693	1.0276713
Plate_3	15	F4	WT	438	1.8895223	1.9792503
Plate_3	3	G11	Null	250	-0.7982091	-1.4198872
Plate_3	11	E12	Null	607	2.390116	2.2139192
Plate_3	7	G10	Null	117	1.654812	2.8037174
Plate_3	15	F2	WT	71	1.4364905	-2.519656
Plate_3	13	G3	WT	187	0.9769958	-2.2417428
Plate_3_prime	13	E11	Null	59	0.6998077	1.2929082
Plate_3	12	D4	WT	636	3.6342602	0.6168762
Plate_5	9	E12	Null	115	1.4834381	-0.26310226
Plate_3_prime	24	D3	WT	168	1.8921814	-2.6974454
Plate_3	8	B11	Null	279	1.6773568	0.50164676
Plate_3	15	F12	Null	647	3.4357157	-0.67782325
Plate_3	20	G4	WT	386	-2.7405355	-1.539328
Plate_5	6	C1	WT	66	1.5587634	0.8493592
Plate_5	21	B11	Null	148	1.7014592	0.97058403
Plate_3	21	B11	Null	279	2.5840425	-0.9888506
Plate_5	16	B10	Null	155	2.3927383	-1.9714495
Plate_3	20	G4	WT	386	0.5237543	1.9172142
Plate_3_prime	23	G2	WT	94	1.2051281	-2.7477725
Plate_3	17	G3	WT	187	-0.063673906	0.1694574
Plate_3	3	D12	Null	623	-0.6837103	-1.4386615
Plate_3	16	F11	Null	329	1.2857623	0.53782916
Plate_3	3	C12	Null	570	1.6778008	-0.31503853
Plate_5	6	G9	Null	149	-0.17427452	-0.73045164
Plate_3_prime	9	G12	Null	187	3.022383	0.5981298
Plate_5	16	E10	Null	132	-1.7392633	0.9756121
Plate_3	6	G3	WT	187	-1.4758337	-1.5893424
Plate_5	11	G9	Null	149	3.3596957	-1.85226
Plate_5	3	F4	WT	94	2.9564342	-2.605272
Plate_3_prime	10	E3	WT	156	0.979835	1.4922688
Plate_3	13	F12	Null	647	0.7482566	-1.0196387
Plate_3	1	F12	Null	647	2.5975378	-2.7790968
Plate_5	10	C1	WT	66	2.9208167	-2.4057238
Plate_3	10	F4	WT	438	-1.0154772	-1.1777453
Plate_3_prime	21	E2	WT	60	1.2365838	1.1918938
Plate_5	16	G12	Null	121	2.846104	1.6649913
Plate_5	18	B10	Null	155	1.9302161	-0.95406514
Plate_3_prime	17	C10	Null	45	3.3184392	-2.2474017
Plate_3_prime	21	G4	WT	388	-0.07348305	1.7979246
Plate_5	9	G11	Null	129	-2.5682323	-1.6744051
Plate_3	7	G4	WT	386	1.2658582	1.8822004
Plate_5	10	B10	Null	155	1.9368993	-2.8038995
Plate_3	15	C3	WT	346	3.3797162	-1.9067001
Plate_3	16	C3	WT	346	2.3410335	-1.4398707
Plate_3	21	C3	WT	346	2.9628224	-2.8973587
Plate_3_prime	4	F10	Null	66	1.7941761	-1.7686682
Plate_3	1	D4	WT	636	1.3484219	-3.6866565
Plate_3_prime	15	G11	Null	142	-0.7915429	-1.3495209
Plate_5	21	G1	WT	72	1.9224551	-2.1756413
Plate_3	18	F4	WT	438	3.4688685	0.7982398
Plate_3	14	G12	Null	481	3.718761	0.19429605
Plate_5	17	G11	Null	129	0.35173133	-2.8360722
Plate_3	4	F10	Null	150	2.8167331	-2.498775
Plate_3	25	D11	Null	216	0.2155836	-0.39896405
Plate_5	11	B2	WT	97	-1.6123868	0.63256526
Plate_5	10	E12	Null	115	-0.17316915	-1.615635
Plate_3_prime	24	B12	Null	200	3.78156	-2.0066805
Plate_3	2	D4	WT	636	3.9712198	-0.19356659
Plate_3	21	G4	WT	386	2.2879074	-0.4072801
Plate_3_prime	8	B4	WT	219	2.0008469	2.7076547
Plate_3_prime	9	D12	Null	193	3.144496	-1.2176554
Plate_3	11	D2	WT	152	1.7652359	-3.468963
Plate_3_prime	24	D10	Null	51	0.61447287	-1.4886435
Plate_3	23	D12	Null	623	2.2625782	2.085384
Plate_3	19	B4	WT	559	2.4997177	-0.46760184
Plate_3_prime	18	G11	Null	142	1.2169739	-1.4968836
Plate_3	18	F4	WT	438	-2.3812544	-1.7118019
Plate_3	20	C10	Null	136	3.0461125	-0.57900935
Plate_5	20	D2	WT	98	2.28482	2.3533049
Plate_3	8	C12	Null	570	2.8828456	1.2162734
Plate_3_prime	11	B9	Null	47	1.0358257	0.8811538
Plate_3_prime	4	F11	Null	100	1.1430366	-3.5531323
Plate_5	16	G11	Null	129	2.2486956	-2.9585013
Plate_3	23	G4	WT	386	0.023655508	-1.0882238
Plate_5	19	B11	Null	148	0.37843493	-2.4969711
Plate_3	24	B12	Null	531	1.7598553	-2.0650318
Plate_3	14	G4	WT	386	3.0389853	-0.59888774
Plate_3	22	E10	Null	118	5.20648	-2.2689056
Plate_3_prime	8	C9	Null	42	-0.6819943	0.7546035
Plate_3	12	B12	Null	531	3.8848257	0.39866635
Plate_3	19	F4	WT	438	0.8475932	1.4422482
Plate_3	13	F11	Null	329	1.4808623	-1.070854
Plate_3_prime	22	D2	WT	44	1.0451236	2.8954573
Plate_5	2	F3	WT	92	-0.8013399	1.8125136
Plate_3	3	B4	WT	559	1.5662858	1.845649
Plate_3	12	D3	WT	305	2.6409068	-3.0057425
Plate_3_prime	10	F4	WT	284	0.4864546	-0.7385746
Plate_5	4	C9	Null	156	3.1719062	-2.8611314
Plate_3_prime	8	D11	Null	100	1.3895396	-0.3851832
Plate_5	2	G4	WT	100	3.0015411	1.043506
Plate_3	5	G12	Null	481	-0.83217585	-1.0880278
Plate_3	2	F12	Null	647	3.7508435	-1.6632146
Plate_3_prime	21	C12	Null	321	1.2390413	-2.0958607
Plate_3	23	E3	WT	168	1.253163	-3.3664665
Plate_3	14	G4	WT	386	1.041622	2.770766
Plate_3	1	D3	WT	305	2.8248825	-2.5576115
Plate_3	18	F11	Null	329	-0.6771088	-1.8421504
Plate_3_prime	20	F4	WT	284	5.826411	1.044999
Plate_3	22	G4	WT	386	1.985617	2.3286436
Plate_5	10	B9	Null	173	2.872433	-2.9581351
Plate_3_prime	24	E12	Null	328	-0.7240369	-0.40353554
Plate_3_prime	8	C3	WT	138	2.651446	-2.3988104
Plate_3	9	B12	Null	531	0.38878685	-1.0816325
Plate_5	21	F10	Null	152	0.9597728	-0.36619836
Plate_3	2	D4	WT	636	3.233187	-2.6120372
Plate_3	7	F4	WT	438	-0.942516	-0.7611424
Plate_3	15	F12	Null	647	3.4502192	-0.9712584
Plate_5	5	D11	Null	178	1.8168623	-3.7315192
Plate_3_prime	4	G12	Null	187	1.6791584	-0.9301997
Plate_3	3	B12	Null	531	3.5662718	-1.541651
Plate_3	10	D11	Null	216	2.0624688	-1.1929061
Plate_3	8	B4	WT	559	3.088679	-1.1639217
Plate_3	22	G12	Null	481	3.484071	0.4642768
Plate_3_prime	14	E9	Null	26	0.5978387	2.4183586
Plate_5	21	B12	Null	148	1.9993014	-0.7608217
Plate_5	16	G10	Null	129	2.7541203	0.10178695
Plate_3	5	F12	Null	647	3.8090682	-2.4301932
Plate_3	9	F4	WT	438	1.1173764	-3.1995857
Plate_3	6	C4	WT	666	0.27349493	1.7872101
Plate_3	3	F4	WT	438	2.343521	-1.6169432
Plate_3	13	D12	Null	623	1.585429	3.022195
Plate_3	15	D11	Null	216	1.6328057	-1.3284228
Plate_3	18	D12	Null	623	3.6541512	-2.1721706
Plate_3	8	B9	Null	71	0.5571634	-2.388611
Plate_3	8	F1	WT	43	0.27468932	-2.9658048
Plate_5	3	D11	Null	178	1.1679105	0.33248767
Plate_3	8	D3	WT	305	1.1795747	2.867555
Plate_5	15	E12	Null	115	2.4073036	-2.7266214
Plate_3	19	G12	Null	481	0.5030912	-0.43670136
Plate_3	20	C2	WT	175	1.3925937	-2.7396927
Plate_5	18	G3	WT	121	1.4374908	0.41857564
Plate_3	11	B12	Null	531	2.0482175	2.8302786
Plate_3	5	C11	Null	281	-1.716714	-1.6835216
Plate_3	1	D3	WT	305	-0.36795235	1.636572
Plate_3	20	D4	WT	636	3.178791	-2.2357478
Plate_3	1	D12	Null	623	0.15179631	-0.84436333
Plate_3	3	D12	Null	623	3.5375743	0.32096347
Plate_3	19	D3	WT	305	-0.43053174	-1.316363
Plate_3_prime	25	D3	WT	168	2.2907755	-3.6045532
Plate_3_prime	9	F4	WT	284	2.2787426	-1.8551445
Plate_3_prime	13	B4	WT	219	2.6344612	-1.80905
Plate_3	13	D3	WT	305	2.7129426	0.8302048
Plate_5	18	F1	WT	88	2.8472755	-2.4050353
Plate_5	14	C10	Null	125	1.2853911	1.6989957
Plate_3_prime	22	D12	Null	193	3.52743	-1.4831755
Plate_3	3	G11	Null	250	1.3940827	-1.3555707
Plate_3_prime	21	G10	Null	72	2.6674335	0.12191929
Plate_5	8	G9	Null	149	0.60120827	0.15810303
Plate_5	4	E1	WT	101	3.2323456	-1.7477697
Plate_3	22	F12	Null	647	2.8301022	-0.56647474
Plate_5	14	D9	Null	135	2.3262784	-0.62517715
Plate_3_prime	18	C9	Null	42	1.7431605	-3.1704335
Plate_5	10	E10	Null	132	2.5075617	-0.9745307
Plate_3	9	B4	WT	559	2.0367253	-0.29369238
Plate_5	11	B12	Null	148	0.9500232	-0.88016933
Plate_3_prime	25	B12	Null	200	2.5559335	2.261048
Plate_3_prime	13	D4	WT	358	0.9333801	0.9482357
Plate_3_prime	10	B4	WT	219	0.80519104	2.157539
Plate_5	9	E12	Null	115	0.010679418	1.2747271
Plate_3	7	B11	Null	279	-2.2146904	0.19928999
Plate_3	19	B12	Null	531	3.7033808	-6.8561554
Plate_3_prime	24	C1	WT	33	0.69728386	-2.30395
Plate_3_prime	25	G12	Null	187	3.794947	-2.5407696
Plate_3	15	D4	WT	636	1.4199196	1.2822118
Plate_3	3	C1	WT	67	2.549661	-2.704253
Plate_3	5	D4	WT	636	2.9836705	-1.9555074
Plate_3_prime	7	D4	WT	358	3.7039902	-0.045491666
Plate_3	7	C4	WT	666	3.2626488	-1.8840572
Plate_3_prime	10	B10	Null	49	0.5640675	-2.1126595
Plate_3_prime	17	E3	WT	156	0.12253682	2.090077
Plate_3	2	C4	WT	666	0.1076123	-0.7437112
Plate_3	5	G4	WT	386	3.2399924	-2.2220623
Plate_3_prime	20	F3	WT	174	0.49911442	-0.6305579
Plate_3	1	F12	Null	647	0.85709226	-1.7581012
Plate_3	6	B12	Null	531	6.587373	1.5005509
Plate_3	2	C4	WT	666	2.8579192	-3.0802822
Plate_3	22	B1	WT	45	-0.35809317	-0.060133282
Plate_3_prime	23	D11	Null	100	0.5206983	-3.1067922
Plate_3	15	F4	WT	438	3.2261405	0.053922076
Plate_3	11	C4	WT	666	5.2174463	1.1240902
Plate_3_prime	19	G3	WT	248	1.4963895	-0.89835125
Plate_3_prime	20	G11	Null	142	2.2828085	-2.2223969
Plate_3_prime	2	G11	Null	142	-0.10102623	-2.4469678
Plate_3_prime	20	D3	WT	168	2.862984	-0.7214595
Plate_5	3	F2	WT	111	3.7753513	-1.8432541
Plate_3	7	G12	Null	481	1.9006257	-2.412423
Plate_3	12	D3	WT	305	3.2392082	-2.1645525
Plate_3_prime	15	F3	WT	174	2.3730245	-3.096998
Plate_3	13	F12	Null	647	4.225963	0.309039
Plate_3_prime	25	E12	Null	328	-1.7630287	-1.7603469
Plate_3	4	E11	Null	331	2.5426962	0.7721989
Plate_3_prime	18	B12	Null	200	0.6946998	1.4171871
Plate_5	8	C11	Null	154	1.540083	2.204762
Plate_3	13	C9	Null	61	1.3170011	2.4472988
Plate_3	8	E3	WT	168	0.8513863	1.833703
Plate_3	13	D10	Null	135	2.2540722	0.75857735
Plate_3	5	E3	WT	168	1.8640143	-3.2414076
Plate_3	11	F9	Null	71	-1.2593964	-1.0357379
Plate_3_prime	21	G10	Null	72	3.315666	0.02452174
Plate_3	22	G1	WT	55	0.08915576	2.032455
Plate_5	3	F10	Null	152	0.7882157	2.6720836
Plate_3_prime	22	G4	WT	388	2.0522714	-3.5529532
Plate_3	10	C4	WT	666	5.333516	0.8701806
Plate_3	19	C12	Null	570	-0.0424155	-1.1355355
Plate_3	19	D3	WT	305	2.961483	-2.104257
Plate_5	15	C9	Null	156	3.3018608	-0.91386044
Plate_3	15	E12	Null	607	2.3576856	-1.4011321
Plate_3_prime	24	B11	Null	53	1.2286615	0.7740774
Plate_3	19	F12	Null	647	2.5269413	-0.24095759
Plate_3	15	F12	Null	647	1.3973174	1.5545971
Plate_3	11	G4	WT	386	2.2895103	-1.3662692
Plate_3	10	E12	Null	607	3.719195	-6.824836
Plate_3	10	D12	Null	623	2.4463797	-0.276558
Plate_5	16	E1	WT	101	3.131293	-2.8200288
Plate_3	23	F12	Null	647	-2.5120687	0.3459979
Plate_3_prime	7	D10	Null	51	2.9192872	-0.6834319
Plate_3	17	G12	Null	481	3.4263823	-1.5414019
Plate_3	22	C12	Null	570	1.9134718	2.3592918
Plate_3_prime	14	C12	Null	321	3.401918	1.2941709
Plate_3	8	E9	Null	44	1.6696906	-2.2335577
Plate_3	1	F12	Null	647	-2.6688306	0.24554078
Plate_3	16	B2	WT	139	-1.0419197	0.43775854
Plate_3	23	B12	Null	531	3.0121894	0.4273462
Plate_3_prime	5	D4	WT	358	2.9995656	-3.3809128
Plate_5	13	E2	WT	102	2.774015	-3.301775
Plate_5	16	G4	WT	100	1.2342849	-0.07652902
Plate_3_prime	9	D4	WT	358	-2.7172747	-1.52321
Plate_3	14	F12	Null	647	3.4418797	1.064593
Plate_3_prime	20	B4	WT	219	1.7656211	-3.0750124
Plate_3	22	B12	Null	531	2.1999261	-0.6255194
Plate_3_prime	5	G11	Null	142	3.8827457	-1.600496
Plate_3	19	C3	WT	346	1.134957	2.2968268
Plate_3_prime	12	C12	Null	321	0.8698554	-2.553817
Plate_5	21	F4	WT	94	1.5783546	-0.46247754
Plate_3_prime	23	D1	WT	47	2.0255885	2.5003028
Plate_3	1	F3	WT	185	2.6442716	-1.619428
Plate_5	10	E11	Null	185	-1.0683185	0.19029261
Plate_3	9	F12	Null	647	-0.97672033	-1.4905473
Plate_5	21	G3	WT	121	2.9749732	-1.7351214
Plate_3	24	C4	WT	666	2.7949889	1.2833027
Plate_3	24	C11	Null	281	2.2422395	0.06736596
Plate_3_prime	15	G12	Null	187	3.77298	-2.726593
Plate_5	5	E9	Null	120	1.7369659	-0.41165546
Plate_5	21	E3	WT	122	2.9282575	-1.5538117
Plate_3	24	C12	Null	570	4.171939	0.98105943
Plate_5	4	B4	WT	112	2.1544614	-0.16905667
Plate_3	19	D3	WT	305	2.7499263	0.5471379
Plate_3_prime	8	F11	Null	100	-1.7209628	-1.4548389
Plate_5	17	G4	WT	100	0.92633176	-1.1179308
Plate_3	19	G12	Null	481	3.9709969	-0.28347525
Plate_3	10	G11	Null	250	2.4360583	-1.5097514
Plate_3_prime	22	D3	WT	168	2.4084072	-2.5498855
Plate_3	17	D12	Null	623	2.1366527	-0.5627284
