Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	25	E12	Null	328	0.5611003	0.75786686
Plate_3	22	F12	Null	647	0.2532673	-2.2520697
Plate_3	5	B4	WT	559	0.020444484	-0.11443034
Plate_3	20	G11	Null	250	-1.1142128	0.9139433
Plate_3	9	F10	Null	149	0.20037423	-2.7661161
Plate_3	12	C12	Null	570	-1.8630396	-0.2727774
Plate_5	4	F1	WT	87	-0.4423119	-0.99820566
Plate_3_prime	15	F2	WT	91	-0.8676017	1.1440963
Plate_5	19	B4	WT	111	0.066941574	1.1725092
Plate_3_prime	7	C9	Null	37	0.8988725	4.155153
Plate_3_prime	16	E3	WT	155	-0.7103516	3.950867
Plate_3_prime	24	F3	WT	174	-0.44542277	3.75455
Plate_3	2	G11	Null	250	-1.7242826	0.10683336
Plate_3	25	D10	Null	134	-0.19606669	0.76539534
Plate_3_prime	11	F9	Null	29	-2.6528544	1.8675327
Plate_3_prime	5	G3	WT	248	-0.54826516	1.4408445
Plate_3_prime	15	D4	WT	358	0.047234733	3.2192755
Plate_3	20	F4	WT	438	-0.3067794	-0.99231005
Plate_3_prime	5	D3	WT	168	-3.4117749	1.2425767
Plate_3	21	G4	WT	386	0.8847304	0.649918
Plate_3_prime	4	D11	Null	100	-3.020724	0.15543936
Plate_3_prime	25	E2	WT	59	-3.1320717	1.1211723
Plate_5	11	E2	WT	102	-0.06413253	-1.0792536
Plate_3_prime	25	D3	WT	168	-2.58226	0.869417
Plate_3	24	C11	Null	280	0.53028405	0.21633005
Plate_5	9	E11	Null	185	-1.228471	-0.47252738
Plate_3_prime	24	E4	WT	246	1.3347126	3.5596426
Plate_3	7	B4	WT	559	-0.3321472	1.532654
Plate_3_prime	12	E12	Null	328	3.0147953	1.0182439
Plate_3	6	E1	WT	51	-2.7488687	2.9090862
Plate_3	15	G11	Null	250	-0.17623647	3.992762
Plate_3_prime	7	C12	Null	321	-2.616167	2.9868886
Plate_3	5	C12	Null	570	0.23444793	0.9343523
Plate_5	1	E11	Null	185	0.5573372	3.0912385
Plate_5	7	E11	Null	185	-2.2399707	1.2668246
Plate_5	17	E11	Null	185	-3.2550867	3.1247804
Plate_5	17	G10	Null	128	-2.999009	1.182502
Plate_3	9	E12	Null	607	-1.3121725	-0.14766258
Plate_3_prime	18	D4	WT	358	0.62415135	1.6789382
Plate_3_prime	23	G2	WT	94	0.6255612	1.662186
Plate_3_prime	5	E4	WT	246	-2.6342702	-0.2426351
Plate_5	16	B11	Null	148	1.2573498	1.6172223
Plate_3	25	E11	Null	331	1.8510513	2.68403
Plate_3	9	F3	WT	185	-1.9448049	1.669768
Plate_5	7	B10	Null	155	0.5133897	-2.1717174
Plate_5	4	F3	WT	91	-2.9348688	2.551647
Plate_3	22	C12	Null	570	-0.50320923	0.6306421
Plate_3	11	C4	WT	666	1.7439029	0.6772566
Plate_3	6	F12	Null	647	1.3063399	3.4764354
Plate_3_prime	20	E3	WT	155	1.3229032	-0.58617896
Plate_3	7	D12	Null	623	0.98139226	1.2469003
Plate_3	24	G1	WT	51	2.012601	1.4169174
Plate_3_prime	7	G2	WT	94	-2.802213	1.5847019
Plate_3	25	C3	WT	344	1.0081178	1.5504819
Plate_3_prime	24	G10	Null	72	0.3985701	-2.3659933
Plate_3	13	F12	Null	647	0.47791192	2.5429134
Plate_3_prime	18	B12	Null	200	2.115631	1.9252834
Plate_3	14	B12	Null	531	0.9106921	-1.633094
Plate_3	6	B4	WT	559	-1.7035996	2.5229285
Plate_3	13	D12	Null	623	3.5310354	0.9813521
Plate_3	22	C12	Null	570	-1.9999061	-0.27315566
Plate_5	6	B12	Null	148	-2.2087522	0.13971849
Plate_3_prime	23	F4	WT	284	-1.0818962	3.3262029
Plate_3	17	G12	Null	481	-1.5263805	-0.53081787
Plate_3	1	B2	WT	139	1.2850808	0.17812082
Plate_3_prime	17	F3	WT	174	-0.6619392	3.5710623
Plate_3	8	B3	WT	297	0.15401937	2.74846
Plate_3_prime	4	G4	WT	388	-0.76490575	3.4661088
Plate_3	10	G11	Null	250	-0.50877905	2.44806
Plate_3_prime	9	F2	WT	91	-0.11888086	3.54333
Plate_5	13	C3	WT	117	0.63677114	1.5684552
Plate_3_prime	7	E2	WT	59	2.2718172	2.648217
Plate_3_prime	23	F12	Null	125	-0.023574492	2.248333
Plate_3	3	C4	WT	666	5.491794	0.17505243
Plate_5	15	B4	WT	111	0.88834625	3.51412
Plate_3	5	G11	Null	250	0.7641956	2.6399238
Plate_3_prime	13	B4	WT	219	2.291758	2.661575
Plate_3	13	D12	Null	623	2.5138845	1.8032715
Plate_3_prime	24	C10	Null	44	-3.2779021	0.6050358
Plate_3	22	B3	WT	297	-1.873972	1.3196461
Plate_3	11	G12	Null	481	0.50486445	-0.15698667
Plate_5	21	G4	WT	99	0.987359	-0.68595976
Plate_5	16	C4	WT	103	-1.1378355	1.7156827
Plate_3_prime	20	C4	WT	127	-0.6315932	3.8434672
Plate_5	16	C3	WT	117	1.2014878	3.6158707
Plate_3	15	D4	WT	636	0.80922854	-2.1995227
Plate_5	4	B9	Null	173	0.7054268	3.4770489
Plate_5	1	D1	WT	91	-1.4934062	2.0928354
Plate_3	18	F11	Null	329	1.9454559	2.935619
Plate_3	9	G4	WT	386	1.7352122	1.9507077
Plate_3	6	B12	Null	531	-0.7632895	4.13088
Plate_3	15	B4	WT	559	2.01846	1.7625
Plate_3	19	B4	WT	559	1.216809	3.2935123
Plate_3_prime	9	F4	WT	284	-2.748288	0.3630667
Plate_3_prime	19	C4	WT	127	0.27301183	1.4679272
Plate_3	7	C10	Null	136	-0.73871046	-1.3688122
Plate_3	11	G11	Null	250	0.79739094	4.024981
Plate_3_prime	9	E12	Null	328	1.0469137	2.4554865
Plate_3_prime	10	D3	WT	168	0.97794926	2.4252925
Plate_3_prime	20	F10	Null	63	0.27414334	-2.2696822
Plate_5	14	F4	WT	94	0.19221717	1.6431253
Plate_3_prime	25	G12	Null	187	0.9712068	-1.0435709
Plate_3_prime	8	F3	WT	174	0.18533348	-0.36184442
Plate_5	9	E9	Null	119	-0.25346655	1.2103795
Plate_3	17	D12	Null	623	3.7961905	0.67619115
Plate_5	18	E2	WT	102	0.03798136	-1.2330152
Plate_3	23	G3	WT	187	0.50475234	2.6323178
Plate_3	23	D12	Null	623	0.42473635	-3.352388
Plate_5	7	E9	Null	119	-1.4251496	-0.09961399
Plate_3_prime	22	F12	Null	125	-1.6641154	0.8751792
Plate_3	17	G11	Null	250	-2.6409924	0.6742227
Plate_3_prime	10	G3	WT	248	1.2658318	-0.7886912
Plate_5	10	E10	Null	132	-1.1408479	0.7877053
Plate_5	21	B4	WT	111	-2.2451823	0.80300134
Plate_5	5	E10	Null	132	0.22416171	-0.9144176
Plate_3_prime	23	D4	WT	358	0.56374973	2.3054357
Plate_3	5	G12	Null	481	2.1086526	0.06625326
Plate_3	5	G3	WT	187	0.11553932	-2.275452
Plate_3_prime	23	G2	WT	94	-0.5266339	3.333432
Plate_3	14	D12	Null	623	1.7924289	0.437122
Plate_3	1	B10	Null	84	-1.0454223	0.7043229
Plate_3	16	C12	Null	570	-0.19988966	-1.6461488
Plate_3	5	C4	WT	666	1.3823699	2.2432656
Plate_3_prime	13	G10	Null	72	-0.9925165	-0.5415826
Plate_5	14	D9	Null	135	-1.9889075	2.658646
Plate_5	6	F4	WT	94	-0.6765608	0.81070894
Plate_3	5	C12	Null	570	-1.2472771	-0.43535447
Plate_5	2	G2	WT	123	2.6582775	1.3245314
Plate_3	17	B11	Null	279	0.65068924	-3.5237877
Plate_3	23	C12	Null	570	-0.7956224	1.156082
Plate_5	9	G11	Null	127	0.62435174	-3.5026457
Plate_5	9	G4	WT	99	-0.4673733	4.395005
Plate_3	6	B4	WT	559	2.100918	1.880195
Plate_5	5	C2	WT	136	-0.16862226	1.7837635
Plate_3	8	C3	WT	344	0.63975155	0.79635334
Plate_5	2	C1	WT	63	1.3345652	1.5190328
Plate_3	19	B12	Null	531	2.3541296	6.5570993
Plate_3	10	B12	Null	531	1.8310307	0.63057023
Plate_3	20	C4	WT	666	-0.5176349	0.66741145
Plate_5	18	D4	WT	102	0.9688281	1.5182829
Plate_3	22	D3	WT	305	1.33507	1.354572
Plate_3	17	B10	Null	84	-1.6146244	-1.1493199
Plate_3	13	E12	Null	607	-1.0033913	0.11779885
Plate_3	16	D2	WT	151	0.6070383	3.7803311
Plate_5	9	C11	Null	154	-1.1076828	-0.09375568
Plate_3	17	E1	WT	51	-2.4871595	3.192803
Plate_3	2	B4	WT	559	2.1533706	1.661195
Plate_3_prime	22	G3	WT	248	-3.1168451	-0.09229354
Plate_3	5	F12	Null	647	0.7608363	-1.2652066
Plate_3	3	G12	Null	481	1.0771935	3.8184726
Plate_3	14	F12	Null	647	-1.1432381	-0.60218066
Plate_3	11	F12	Null	647	1.106452	2.368314
Plate_3	25	B4	WT	559	3.523845	0.983841
Plate_3	6	C3	WT	344	-0.90709573	0.30698916
Plate_5	20	E9	Null	119	-2.1722069	0.8942974
Plate_3_prime	25	B3	WT	76	2.034208	2.425249
Plate_3	11	C12	Null	570	2.4838827	1.9650415
Plate_3	9	E3	WT	168	-1.1036937	2.0899975
Plate_3_prime	17	G4	WT	388	-1.3820606	2.184143
Plate_3	16	F10	Null	149	0.31869668	0.9779526
Plate_5	6	G3	WT	121	-1.3427646	3.6605403
Plate_3	2	B12	Null	531	-1.3058205	2.0093853
Plate_3	7	G11	Null	250	0.75152147	2.4826856
Plate_3	23	G3	WT	187	-0.3656088	1.8616236
Plate_3	3	G11	Null	250	-0.21948944	3.4151425
Plate_3	19	C4	WT	666	0.384494	0.80430084
Plate_3	23	G11	Null	250	0.09822936	-2.90759
Plate_3	1	E11	Null	331	-2.8570628	3.3484654
Plate_3	3	D4	WT	636	-0.4047393	3.181746
Plate_3	4	B11	Null	279	-1.619665	0.6412444
Plate_3	13	G3	WT	187	-1.1623578	0.6877739
Plate_3_prime	22	D3	WT	168	-3.1930788	-0.1352749
Plate_3	23	B11	Null	279	1.9841022	1.5726893
Plate_3	25	F11	Null	329	-1.1081024	0.5913825
Plate_3	10	B9	Null	68	-1.6060147	2.8442914
Plate_3	13	D12	Null	623	0.424691	-2.2613287
Plate_5	6	D10	Null	157	0.5118554	3.1242864
Plate_3_prime	24	D12	Null	193	-1.9155799	1.5235115
Plate_3	1	D11	Null	216	0.93933284	1.0133662
Plate_5	13	E11	Null	185	0.5129775	0.95571864
Plate_3_prime	19	B12	Null	200	-1.2474973	0.728806
Plate_3	16	D10	Null	134	-1.9064779	1.5974327
Plate_3	4	F10	Null	149	-1.189056	0.37064332
Plate_3	5	E12	Null	607	1.2878091	0.28282356
Plate_3_prime	12	D10	Null	50	0.23260967	-0.4576404
Plate_5	11	G9	Null	149	-0.3273039	-1.0027041
Plate_3	16	F11	Null	329	-0.9147421	3.4691024
Plate_3	3	D10	Null	134	-1.2170764	3.4947476
Plate_5	12	C3	WT	117	-2.7152705	0.5536451
Plate_3_prime	15	G11	Null	142	1.0877316	2.776733
Plate_3	15	G9	Null	56	-0.29624787	-0.86076313
Plate_3_prime	12	E2	WT	59	0.08319941	4.3638334
Plate_5	3	D11	Null	178	-2.8707285	1.1940455
Plate_3_prime	19	D12	Null	193	-2.3090246	-0.4134426
Plate_3	23	F9	Null	66	-1.565574	-1.0017551
Plate_3	5	F11	Null	329	0.17966917	3.0454266
Plate_5	2	E9	Null	119	3.9147274	0.54774123
Plate_5	15	D2	WT	98	-0.74995	3.0623245
Plate_3	3	F9	Null	66	-2.8878417	-0.089039944
Plate_3	3	D4	WT	636	2.4441905	2.3200183
Plate_3_prime	15	B4	WT	219	-0.6923675	1.9965683
Plate_3	11	C12	Null	570	-2.165364	1.690915
Plate_5	7	G11	Null	127	0.35974714	-3.3215106
Plate_5	16	C10	Null	125	-0.8412485	4.1118035
Plate_3_prime	22	C4	WT	127	-2.2904136	1.5526407
Plate_5	19	E1	WT	100	-0.04942582	4.4657288
Plate_3	23	D12	Null	623	0.8624995	3.1398919
Plate_3_prime	13	G10	Null	72	-2.7373421	1.3475437
Plate_5	3	E3	WT	120	-0.7368273	2.6414864
Plate_3_prime	10	F12	Null	125	-1.8411647	0.45251054
Plate_3	12	B3	WT	297	0.09728338	-1.9486922
Plate_3	23	G9	Null	56	-0.39223528	2.8992019
Plate_5	7	B10	Null	155	0.82627016	-2.0545971
Plate_3	18	B2	WT	139	-3.0472329	0.018772107
Plate_3_prime	21	D2	WT	42	-0.9866118	1.779542
Plate_3	2	C3	WT	344	-1.8909101	-0.007051727
Plate_3	20	C11	Null	280	1.2366346	2.6682827
Plate_3_prime	13	D12	Null	193	-0.4103658	3.3573904
Plate_3_prime	14	C3	WT	137	0.7446608	3.620535
Plate_3	15	D12	Null	623	1.1409222	-0.15313433
Plate_5	4	G4	WT	99	0.56283265	-0.28092846
Plate_5	6	B2	WT	97	1.4194803	1.6581006
Plate_3	15	B4	WT	559	-2.1625168	0.40331155
Plate_3	19	F12	Null	647	0.2611012	-2.5877886
Plate_3_prime	24	D4	WT	358	-1.6890523	1.4753556
Plate_5	1	B2	WT	97	1.8091853	3.0946019
Plate_3	12	D4	WT	636	2.4244318	0.99756175
Plate_3	12	E10	Null	117	-0.712285	-1.1230081
Plate_3	20	B3	WT	297	0.1489132	-1.711545
Plate_5	10	B10	Null	155	0.5240833	3.636627
Plate_3_prime	4	G3	WT	248	-1.745154	3.4070487
Plate_5	8	B9	Null	173	1.4740179	0.698397
Plate_3	7	G11	Null	250	0.2413889	2.018786
Plate_5	3	E10	Null	132	-1.6391015	1.7547325
Plate_3	4	F3	WT	185	0.19835229	2.183058
Plate_3_prime	7	B9	Null	43	-3.4278362	0.80431515
Plate_3_prime	8	F4	WT	284	-0.3966921	3.4445426
Plate_3	9	E3	WT	168	-0.5119704	3.4636383
Plate_3_prime	25	G11	Null	142	1.3462838	0.8666769
Plate_3_prime	8	C12	Null	321	2.551687	1.713353
Plate_3	22	C11	Null	280	-0.16946408	0.9273786
Plate_3_prime	4	G4	WT	388	1.1215727	4.2808113
Plate_3	18	B4	WT	559	-0.14707813	1.1898063
Plate_3_prime	15	F4	WT	284	0.24800645	1.604879
Plate_3	10	E11	Null	331	-2.9965906	1.3887281
Plate_3	1	F11	Null	329	-0.8732806	-0.35132414
Plate_3	13	C2	WT	175	0.1852799	0.81363463
Plate_3_prime	8	C3	WT	137	1.6674237	2.6656234
Plate_3	16	C10	Null	136	-0.91271317	-1.5290725
Plate_3	6	D12	Null	623	-2.7642086	2.868787
Plate_3_prime	3	G3	WT	248	-3.0568955	0.3990784
Plate_3	24	D4	WT	636	2.5122356	1.556855
Plate_3	13	G2	WT	47	-3.4546535	0.8456798
Plate_3	4	F4	WT	438	2.7432036	1.1200734
Plate_3	23	C2	WT	175	1.8491457	3.3954
Plate_3	10	G4	WT	386	-2.4244506	0.8739421
Plate_3	7	C4	WT	666	2.2813866	1.4175932
Plate_3	22	B9	Null	68	-3.2884135	2.7934012
Plate_3	23	C12	Null	570	-1.6981863	1.1224279
Plate_3	4	C12	Null	570	1.0973655	0.35327205
Plate_3	18	C11	Null	280	0.4903624	1.4773098
Plate_3	13	B4	WT	559	-0.36834636	-1.3997315
Plate_3_prime	17	F2	WT	91	0.47224095	4.273427
Plate_3	24	B3	WT	297	0.40062073	-3.6816757
Plate_3	13	F12	Null	647	0.5725526	0.38412902
Plate_5	8	G3	WT	121	0.7969772	1.1395653
Plate_3	2	F11	Null	329	0.8848032	1.3788148
Plate_3_prime	24	G3	WT	248	-2.2053337	1.4306977
Plate_3_prime	24	E9	Null	21	-0.5235704	-1.2774615
Plate_3	5	B12	Null	531	2.2332394	-0.23718378
Plate_3	11	C4	WT	666	0.5205363	2.0729878
Plate_3	20	C10	Null	136	1.286432	-0.55302703
Plate_5	10	E3	WT	120	-1.6285204	1.3449605
Plate_5	20	D11	Null	178	-2.6329572	3.3481724
Plate_3_prime	4	C12	Null	321	0.22983813	1.8246155
Plate_3	8	G12	Null	481	0.76696324	-1.0338051
Plate_5	21	B12	Null	148	0.70544726	1.3909712
Plate_3_prime	18	B4	WT	219	-0.51319724	2.7308269
Plate_3_prime	20	F2	WT	91	-0.40291747	2.935027
Plate_3_prime	9	D4	WT	358	-2.5520954	1.3475012
Plate_3	18	F3	WT	185	-0.506008	3.3898444
Plate_3_prime	10	D3	WT	168	0.68490374	-0.5764793
Plate_3_prime	23	E4	WT	246	-0.7087517	3.2838554
Plate_5	2	B12	Null	148	0.47214678	3.2432728
Plate_5	17	D10	Null	157	-3.338146	2.8458045
Plate_3	22	E12	Null	607	0.50408334	-1.445969
Plate_5	4	D2	WT	98	-2.6386614	1.4325203
Plate_5	4	C4	WT	103	1.379486	2.4524164
Plate_3_prime	15	C12	Null	321	0.97365105	0.15033111
Plate_3	19	C4	WT	666	-1.6763872	1.2082926
Plate_3	19	G11	Null	250	0.78675276	-0.78556395
Plate_3	11	F10	Null	149	-0.7960872	-1.5916996
Plate_5	14	B2	WT	97	-0.11548506	-1.0218513
Plate_3	23	F12	Null	647	3.0853703	0.576083
Plate_3_prime	2	D11	Null	100	-2.0406451	1.6363528
Plate_3	19	B12	Null	531	2.3498845	6.5453053
Plate_3	2	F10	Null	149	-2.4323332	0.8256759
Plate_3	18	G12	Null	481	-1.9569821	-0.5817151
Plate_3_prime	17	F3	WT	174	1.0057069	3.6430764
Plate_3	11	D12	Null	623	2.2101634	2.0186253
Plate_5	16	E2	WT	102	0.123116344	0.806626
Plate_3_prime	23	G3	WT	248	1.1088475	0.6511152
Plate_3_prime	4	B4	WT	219	-1.9940335	1.2556329
Plate_3_prime	4	B4	WT	219	-0.6641929	1.6781825
Plate_3_prime	20	E4	WT	246	2.313662	2.344688
Plate_3	3	C4	WT	666	3.1287837	0.9977241
Plate_5	17	D9	Null	135	-0.5534494	4.189675
Plate_5	14	E10	Null	132	1.1276819	2.7761745
Plate_5	21	D11	Null	178	-2.271048	1.7393515
Plate_3	8	E10	Null	117	1.9294583	2.1211495
Plate_3	5	G4	WT	386	-1.5296342	1.1874914
Plate_3	15	D11	Null	216	0.28707004	-1.3812968
Plate_5	17	G11	Null	127	-0.3388761	3.1610634
Plate_3_prime	24	D11	Null	100	1.6792994	1.3192738
Plate_3	8	F12	Null	647	-0.6323051	3.337249
Plate_3_prime	23	D12	Null	193	1.3100023	3.1236753
Plate_3_prime	18	F3	WT	174	1.650093	1.4535829
Plate_5	2	E10	Null	132	-0.77721035	2.4912815
Plate_3	11	E11	Null	331	-1.3577964	1.3680971
Plate_3	25	F9	Null	66	-0.4910165	1.066026
Plate_5	2	D12	Null	106	0.6893624	1.5803936
Plate_3	6	F4	WT	438	0.44153103	-1.9385248
Plate_3	25	B2	WT	139	0.59117234	-0.16345847
Plate_3	23	G11	Null	250	-2.3888896	-0.18452026
Plate_3	9	B11	Null	279	-1.2963749	0.9519323
Plate_3	13	F11	Null	329	0.7274745	-2.604518
Plate_3	24	F12	Null	647	1.3515068	1.3747404
Plate_3	16	G12	Null	481	1.1924292	2.6319263
Plate_3	15	C4	WT	666	-0.6050267	-0.17006038
Plate_3	12	F3	WT	185	-0.073395744	1.2316396
Plate_3	4	D12	Null	623	1.0340118	1.5121086
Plate_3_prime	17	D1	WT	46	1.071008	-1.1857529
Plate_3	14	C4	WT	666	-0.31217933	0.7733275
Plate_3_prime	25	D4	WT	358	-2.3237479	1.4133614
Plate_5	13	E2	WT	102	0.19805962	2.9705489
Plate_3	25	C10	Null	136	-0.44497517	3.2977402
Plate_3	5	G4	WT	386	-0.07570623	2.1657178
Plate_3	24	F2	WT	70	0.015181145	2.3905473
Plate_3	20	F12	Null	647	2.955177	0.807205
Plate_5	16	B12	Null	148	1.2248574	3.6784325
Plate_5	5	F9	Null	149	-0.71576715	0.84165823
Plate_3	14	E12	Null	607	0.8775986	2.935907
Plate_3	13	D4	WT	636	-0.5238415	2.4821362
Plate_3	21	B3	WT	297	1.4782995	3.2112758
Plate_3	15	B3	WT	297	0.39899477	4.44681
Plate_3	6	B12	Null	531	-2.795631	0.050179426
Plate_3_prime	15	G12	Null	187	0.9478499	3.5988762
Plate_3	22	B4	WT	559	0.9008739	2.5554004
Plate_3_prime	2	E10	Null	72	-2.9627032	0.43475673
Plate_3_prime	14	G4	WT	388	-0.22194427	-1.1545335
Plate_3_prime	23	E4	WT	246	1.5058331	3.289791
Plate_3	13	F11	Null	329	0.013446553	-0.99463326
Plate_3	19	C3	WT	344	-1.8440496	0.5289772
Plate_3_prime	25	E4	WT	246	0.28416365	3.004009
Plate_5	3	C10	Null	125	1.6993262	0.96556157
Plate_5	3	E12	Null	115	-0.28708616	3.4132724
Plate_3	7	F12	Null	647	2.171601	2.0194097
Plate_3_prime	9	B12	Null	200	1.036297	3.0570695
Plate_3	19	E3	WT	168	-0.8913295	1.4239581
Plate_3_prime	15	C3	WT	137	-1.3583394	-0.5096419
Plate_5	15	G2	WT	123	0.110042185	3.4732556
Plate_3	18	C12	Null	570	-1.6120592	1.7153866
Plate_3	17	F12	Null	647	-2.099117	1.8877745
Plate_3_prime	10	B4	WT	219	-0.66859376	1.390266
Plate_3	25	D11	Null	216	1.0989176	-1.5132023
Plate_3_prime	18	B12	Null	200	-2.597034	0.25210336
Plate_3	19	G12	Null	481	1.8391896	1.4254384
Plate_3	22	C12	Null	570	-1.852434	-0.5435353
Plate_3_prime	12	G4	WT	388	0.9801255	3.7724683
Plate_3	8	D3	WT	305	-2.2805781	1.3914987
Plate_3	22	D12	Null	623	1.9845121	0.6605212
Plate_5	4	E10	Null	132	0.088323995	-0.36019456
Plate_5	2	C3	WT	117	-2.758509	1.4758041
Plate_3	17	B3	WT	297	-0.2642858	0.6507922
Plate_3_prime	24	D3	WT	168	-0.14215486	3.4148111
Plate_3	18	C4	WT	666	-1.293927	1.0589633
Plate_3_prime	25	E11	Null	59	0.21338339	-2.230948
Plate_3	24	G4	WT	386	-2.095688	-0.40528655
Plate_3	21	F12	Null	647	1.5680842	3.0767763
Plate_3	15	D2	WT	151	-0.36193463	0.19039857
Plate_5	15	B4	WT	111	0.76754457	3.2199786
Plate_3	9	F3	WT	185	0.42624977	2.2228043
Plate_3_prime	19	F12	Null	125	0.7977301	-0.56351626
Plate_5	6	D11	Null	178	-1.6248586	0.16842136
Plate_3	22	G11	Null	250	-2.6565323	3.1726694
Plate_3_prime	4	G2	WT	94	1.1383395	0.35779244
Plate_3	18	C4	WT	666	-1.9738483	0.003449404
Plate_3	23	D3	WT	305	1.2870058	4.2067986
Plate_5	15	C9	Null	156	-1.5249774	3.1822093
Plate_5	10	G9	Null	149	0.041776735	4.3079724
Plate_3	23	B4	WT	559	-1.275917	1.4411682
Plate_3	21	D3	WT	305	0.4376857	2.38705
Plate_3	12	D4	WT	636	0.15460373	3.822494
Plate_5	1	C4	WT	103	-2.1026003	1.9281689
Plate_3	19	F12	Null	647	1.805441	0.2570883
Plate_3_prime	7	G3	WT	248	0.075362675	-1.0685805
Plate_3	8	G4	WT	386	-2.4059684	0.35008997
Plate_3	6	C12	Null	570	0.8607808	3.1344178
Plate_3	9	E12	Null	607	4.08636	0.64159113
Plate_5	7	G12	Null	121	-1.146296	-1.5866916
Plate_3	15	F11	Null	329	1.3543556	1.6138495
Plate_5	10	F12	Null	124	-0.9040983	3.7112691
Plate_3_prime	23	B12	Null	200	-0.41921312	3.1268792
Plate_3_prime	13	D4	WT	358	-1.1598662	0.006287934
Plate_3_prime	9	D3	WT	168	0.37679416	-0.79802805
Plate_3	25	C12	Null	570	0.5622969	-0.92884594
Plate_3_prime	24	B12	Null	200	-2.2774389	1.0995421
Plate_3	10	C11	Null	280	-0.7833559	0.50130606
Plate_3	24	B4	WT	559	-0.5796532	4.005807
Plate_3_prime	22	G4	WT	388	1.0972444	4.1842847
Plate_3_prime	17	F4	WT	284	-1.9972568	1.4348103
Plate_3	3	C3	WT	344	0.6636006	2.5161877
Plate_5	5	B12	Null	148	-1.6378222	0.33860773
Plate_3_prime	5	D11	Null	100	2.144603	1.9196765
Plate_3	25	F12	Null	647	-0.05466726	0.53753555
Plate_5	16	G9	Null	149	-1.1098113	4.2654467
Plate_5	14	F4	WT	94	-3.1471717	1.6771765
Plate_3	7	F4	WT	438	-0.6261986	1.452778
Plate_3_prime	14	B12	Null	200	1.6622162	3.5165796
Plate_5	18	C11	Null	154	0.34560305	-3.337184
Plate_3	23	F4	WT	438	-1.8339275	1.0460266
Plate_3_prime	19	E11	Null	59	-2.4553866	-0.58937514
Plate_5	3	B4	WT	111	-1.1796209	1.278146
Plate_3_prime	7	D3	WT	168	-0.20724161	1.5697057
Plate_3	8	G11	Null	250	-0.36739373	-1.1536434
Plate_3	9	G4	WT	386	0.06355286	1.2077914
Plate_5	17	F12	Null	124	0.061307497	-1.2784598
Plate_5	14	C11	Null	154	-3.2221546	0.06619991
Plate_3	9	D4	WT	636	0.8414167	0.4564069
Plate_5	18	E2	WT	102	0.6438896	1.1883196
Plate_3_prime	22	E2	WT	59	-3.0426393	0.27961874
Plate_3_prime	2	G11	Null	142	-1.607149	-1.4307414
Plate_3_prime	14	B4	WT	219	0.25506112	1.5083964
Plate_3	11	B12	Null	531	2.392255	2.248001
Plate_3	13	F4	WT	438	-1.5812864	0.9314145
Plate_3_prime	19	C2	WT	39	-0.7024995	3.5756428
Plate_3_prime	9	F4	WT	284	-2.0555	0.676091
Plate_3_prime	8	C12	Null	321	0.9477736	-0.029903075
Plate_3	6	E11	Null	331	0.15975569	4.349949
Plate_5	15	C2	WT	136	-2.1539335	2.2239833
Plate_3_prime	22	E3	WT	155	-3.3182147	0.21951123
Plate_3	5	B4	WT	559	2.1085002	-0.13355315
Plate_5	2	B11	Null	148	-2.123775	-0.5003544
Plate_5	15	G10	Null	128	-0.9923149	-0.58538103
Plate_3_prime	20	C11	Null	54	0.8045156	0.10532446
Plate_3_prime	19	C10	Null	44	-1.2194932	1.2930967
Plate_3_prime	6	D2	WT	42	-2.094347	1.2510223
Plate_3	8	E10	Null	117	-0.4517597	-0.7259676
Plate_5	18	G2	WT	123	-0.676834	0.0414743
Plate_5	5	B1	WT	76	-2.4285336	1.3803874
Plate_3	1	F12	Null	647	-1.2080745	1.2845408
Plate_3	15	D12	Null	623	0.37630293	-0.30590296
Plate_3	22	B3	WT	297	-0.13802733	3.9040935
Plate_3_prime	15	D12	Null	193	0.812504	-2.259758
Plate_5	4	F12	Null	124	0.56142235	3.104881
Plate_5	7	G9	Null	149	-2.0701232	2.1494591
Plate_3_prime	16	C3	WT	137	-0.5373436	3.7741342
Plate_3_prime	5	G3	WT	248	0.045876745	0.32564333
Plate_5	10	D3	WT	128	1.9510491	2.706373
Plate_3	1	E1	WT	51	-0.4887985	-0.339658
Plate_5	19	G10	Null	128	-0.08887717	0.9961054
Plate_3	20	C9	Null	59	-2.0277343	2.8545167
Plate_5	8	D10	Null	157	-0.001987554	0.9635475
Plate_3	15	B12	Null	531	1.183205	-0.877042
Plate_3	24	C4	WT	666	2.0118382	2.4180348
Plate_3	2	B4	WT	559	1.1468863	1.6280944
Plate_3_prime	22	B4	WT	219	0.41022617	3.7395294
Plate_3_prime	4	D4	WT	358	1.3797246	2.4829159
Plate_3	7	F10	Null	149	-1.458429	-1.4409387
Plate_3	13	G12	Null	481	-1.1775644	0.92664856
Plate_3	14	C3	WT	344	-0.8406069	1.6811767
Plate_3	25	F4	WT	438	4.766348	0.4051466
Plate_3	10	D3	WT	305	-2.1484685	1.0814911
Plate_3	25	E12	Null	607	2.144855	2.7984369
Plate_3	20	D12	Null	623	0.9923307	2.1440694
Plate_5	19	B11	Null	148	-0.47909164	0.95962346
